time,vehicle_ID,x,y,width,height,v_x,v_y,acc_x,acc_y,road-ID,heading
0.4,3,55.67177502785688,0.0,5.0,2.0,4.280037757794686,0.0,0.647495241748977,0.0,1,0.0
0.4,4,70.5425079903078,0.0,5.0,2.0,6.063642231812168,0.0,-1.7076986978980155,0.0,1,0.0
0.4,5,83.66766358407298,0.0,5.0,2.0,4.265353966401687,0.0,0.6233784391239567,0.0,1,0.0
0.4,6,99.30456023347787,0.0,5.0,2.0,5.627902257040843,0.0,-0.8555097394790703,0.0,1,0.0
0.4,7,110.22368406342655,0.0,5.0,2.0,5.352350907975231,0.0,-1.2221928473127468,0.0,1,0.0
0.4,8,120.66826455045029,0.0,5.0,2.0,4.262764481840702,0.0,0.5813028470970193,0.0,1,0.0
0.4,9,133.44310961493954,0.0,5.0,2.0,5.729622637471929,0.0,-2.1460821437341315,0.0,1,0.0
0.4,10,143.64562418431015,0.0,5.0,2.0,4.180197256289181,0.0,0.43295665924201154,0.0,1,0.0
0.4,11,155.03038580679004,0.0,5.0,2.0,5.11396348243964,0.0,0.23033619635032387,0.0,1,0.0
0.4,12,168.62491744630736,0.0,5.0,2.0,6.353757180930142,0.0,-1.2422964824421747,0.0,1,0.0
0.4,13,182.39999999999998,0.0,5.0,2.0,6.0,0.0,0.0,0.0,1,0.0
0.4,0,92.8,3.5,5.0,2.0,7.0,0.0,0.0,0.0,2,0.0
0.5,1,31.222380172214574,0.0,5.0,2.0,6.140678635351541,0.0,-1.3496853876757797,0.0,1,0.0
0.5,2,42.1646195390952,0.0,5.0,2.0,6.002869773019068,0.0,-1.3609756131338295,0.0,1,0.0
0.5,3,56.105917548349694,0.0,5.0,2.0,4.341425204928136,0.0,0.6138744713344981,0.0,1,0.0
0.5,4,71.13441013894429,0.0,5.0,2.0,5.919021486364863,0.0,-1.4462074544730563,0.0,1,0.0
0.5,5,84.10016020753973,0.0,5.0,2.0,4.324966234667448,0.0,0.5961226826576087,0.0,1,0.0
0.5,6,99.85932227748651,0.0,5.0,2.0,5.547620440086382,0.0,-0.8028181695446096,0.0,1,0.0
0.5,7,110.74847049562382,0.0,5.0,2.0,5.247864321972769,0.0,-1.0448658600246201,0.0,1,0.0
0.5,8,121.09990236275749,0.0,5.0,2.0,4.316378123072055,0.0,0.5361364123135306,0.0,1,0.0
0.5,9,133.99833364190377,0.0,5.0,2.0,5.55224026964214,0.0,-1.773823678297882,0.0,1,0.0
0.5,10,144.06784845576996,0.0,5.0,2.0,4.2222427145980586,0.0,0.42045458308878003,0.0,1,0.0
0.5,11,155.54379043634447,0.0,5.0,2.0,5.134046295544267,0.0,0.20082813104627034,0.0,1,0.0
0.5,12,169.24955153655833,0.0,5.0,2.0,6.246340902509617,0.0,-1.0741627842052428,0.0,1,0.0
0.5,13,182.99999999999997,0.0,5.0,2.0,6.0,0.0,0.0,0.0,1,0.0
0.5,0,93.5,3.5,5.0,2.0,7.0,0.0,0.0,0.0,2,0.0
0.6000000000000001,1,31.824322440932985,0.0,5.0,2.0,6.019422687184119,0.0,-1.2125594816742173,0.0,1,0.0
0.6000000000000001,2,42.75319338593664,0.0,5.0,2.0,5.8857384684144085,0.0,-1.1713130460465904,0.0,1,0.0
0.6000000000000001,3,56.54587233589234,0.0,5.0,2.0,4.399547875426428,0.0,0.5812267049829265,0.0,1,0.0
0.6000000000000001,4,71.71393396336401,0.0,5.0,2.0,5.795238244197171,0.0,-1.2378324216769139,0.0,1,0.0
0.6000000000000001,5,84.5383443539671,0.0,5.0,2.0,4.3818414642737755,0.0,0.5687522960632767,0.0,1,0.0
0.6000000000000001,6,100.40657069636579,0.0,5.0,2.0,5.472484188792716,0.0,-0.7513625129366543,0.0,1,0.0
0.6000000000000001,7,111.26426107274641,0.0,5.0,2.0,5.157905771225939,0.0,-0.8995855074683092,0.0,1,0.0
0.6000000000000001,8,121.53647856948913,0.0,5.0,2.0,4.365762067316475,0.0,0.4938394424442019,0.0,1,0.0
0.6000000000000001,9,134.5386661525589,0.0,5.0,2.0,5.4033251065514305,0.0,-1.4891516309070942,0.0,1,0.0
0.6000000000000001,10,144.49414885065025,0.0,5.0,2.0,4.263003948802857,0.0,0.4076123420479881,0.0,1,0.0
0.6000000000000001,11,156.05894287921618,0.0,5.0,2.0,5.151524428716981,0.0,0.1747813317271409,0.0,1,0.0
0.6000000000000001,12,169.86482631116337,0.0,5.0,2.0,6.152747746050551,0.0,-0.9359315645906621,0.0,1,0.0
0.6000000000000001,13,183.59999999999997,0.0,5.0,2.0,6.0,0.0,0.0,0.0,1,0.0
0.6000000000000001,0,94.2,3.5,5.0,2.0,7.0,0.0,0.0,0.0,2,0.0
0.7000000000000001,1,32.415334525893925,0.0,5.0,2.0,5.910120849609374,0.0,-1.0930183757474479,0.0,1,0.0
0.7000000000000001,2,43.33160793034779,0.0,5.0,2.0,5.784145444111527,0.0,-1.015930243028821,0.0,1,0.0
0.7000000000000001,3,56.991322897978634,0.0,5.0,2.0,4.454505620862921,0.0,0.5495774543649248,0.0,1,0.0
0.7000000000000001,4,72.28277442434737,0.0,5.0,2.0,5.688404609833459,0.0,-1.0683363436371227,0.0,1,0.0
0.7000000000000001,5,84.98194254505442,0.0,5.0,2.0,4.435981910873204,0.0,0.5414044659942877,0.0,1,0.0
0.7000000000000001,6,100.94679925514811,0.0,5.0,2.0,5.402285587823131,0.0,-0.7019860096958555,0.0,1,0.0
0.7000000000000001,7,111.77226356592192,0.0,5.0,2.0,5.080024931755075,0.0,-0.7788083947086343,0.0,1,0.0
0.7000000000000001,8,121.97759687066375,0.0,5.0,2.0,4.4111830117460915,0.0,0.45420944429616394,0.0,1,0.0
0.7000000000000001,9,135.06635122546498,0.0,5.0,2.0,5.276850729060811,0.0,-1.264743774906194,0.0,1,0.0
0.7000000000000001,10,144.92439442042146,0.0,5.0,2.0,4.302455697712285,0.0,0.39451748909428597,0.0,1,0.0
0.7000000000000001,11,156.57561343970252,0.0,5.0,2.0,5.166705604863358,0.0,0.15181176146376352,0.0,1,0.0
0.7000000000000001,12,170.47189486950575,0.0,5.0,2.0,6.070685583423673,0.0,-0.8206216262687821,0.0,1,0.0
0.7000000000000001,13,184.19999999999996,0.0,5.0,2.0,6.0,0.0,0.0,0.0,1,0.0
0.7000000000000001,0,94.9,3.5,5.0,2.0,7.0,0.0,0.0,0.0,2,0.0
0.8,1,32.996463836489774,0.0,5.0,2.0,5.811293105958491,0.0,-0.9882774365088338,0.0,1,0.0
0.8,2,43.901155580418276,0.0,5.0,2.0,5.695476500704823,0.0,-0.886689434067044,0.0,1,0.0
0.8,3,57.44196292652247,0.0,5.0,2.0,4.506400285438409,0.0,0.5189466457548791,0.0,1,0.0
0.8,4,72.84233331687238,0.0,5.0,2.0,5.595588925250133,0.0,-0.9281568458332556,0.0,1,0.0
0.8,5,85.43068278213815,0.0,5.0,2.0,4.487402370837266,0.0,0.5142045996406172,0.0,1,0.0
0.8,6,101.4804765619159,0.0,5.0,2.0,5.336773067677938,0.0,-0.6551252014519229,0.0,1,0.0
0.8,7,112.27349418732979,0.0,5.0,2.0,5.012306214078722,0.0,-0.6771871767635322,0.0,1,0.0
0.8,8,122.42288593429485,0.0,5.0,2.0,4.452890636311075,0.0,0.41707624564983337,0.0,1,0.0
0.8,9,135.58320039261255,0.0,5.0,2.0,5.1684916714757225,0.0,-1.083590575850884,0.0,1,0.0
0.8,10,145.35845249754726,0.0,5.0,2.0,4.340580771257962,0.0,0.3812507354567602,0.0,1,0.0
0.8,11,157.09359976569422,0.0,5.0,2.0,5.179863259916899,0.0,0.13157655053540562,0.0,1,0.0
0.8,12,171.0717308977165,0.0,5.0,2.0,5.998360282107364,0.0,-0.7232530131630862,0.0,1,0.0
0.8,13,184.79999999999995,0.0,5.0,2.0,6.0,0.0,0.0,0.0,1,0.0
0.8,0,95.6,3.5,5.0,2.0,7.0,0.0,0.0,0.0,2,0.0
0.9,1,33.56863284477006,0.0,5.0,2.0,5.721690082802871,0.0,-0.8960302315562002,0.0,1,0.0
0.9,2,44.462924871952296,0.0,5.0,2.0,5.617692915340225,0.0,-0.7778358536459811,0.0,1,0.0
0.9,3,57.89749647884791,0.0,5.0,2.0,4.555335523254442,0.0,0.48935237816032895,0.0,1,0.0
0.9,4,73.39378587374446,0.0,5.0,2.0,5.514525568720787,0.0,-0.8106335652934585,0.0,1,0.0
0.9,5,85.88429569204217,0.0,5.0,2.0,4.536129099040282,0.0,0.4872672820301539,0.0,1,0.0
0.9,6,102.00804420706807,0.0,5.0,2.0,5.275676451521613,0.0,-0.6109661615632499,0.0,1,0.0
0.9,7,112.76881656324989,0.0,5.0,2.0,4.953223759201007,0.0,-0.5908245487771453,0.0,1,0.0
0.9,8,122.87199797344542,0.0,5.0,2.0,4.491120391505664,0.0,0.38229755194589315,0.0,1,0.0
0.9,9,136.09070410095367,0.0,5.0,2.0,5.075037083411076,0.0,-0.9345458806464663,0.0,1,0.0
0.9,10,145.79618943710034,0.0,5.0,2.0,4.3773693955307476,0.0,0.36788624272786136,0.0,1,0.0
0.9,11,157.61272379574828,0.0,5.0,2.0,5.191240300540674,0.0,0.11377040623774554,0.0,1,0.0
0.9,12,171.66516513148747,0.0,5.0,2.0,5.934342337709679,0.0,-0.6401794439768537,0.0,1,0.0
0.9,13,185.39999999999995,0.0,5.0,2.0,6.0,0.0,0.0,0.0,1,0.0
0.9,0,96.3,3.5,5.0,2.0,7.0,0.0,0.0,0.0,2,0.0
