Road-ID,x,y
2,151,3.5
2,152,3.5
2,153,3.5
2,154,3.5
2,155,3.5
2,156,3.5
2,157,3.5
2,158,3.5
2,159,3.5
2,160,3.5
2,161,3.5
2,162,3.5
2,163,3.5
2,164,3.5
2,165,3.5
2,166,3.5
2,167,3.5
2,168,3.5
2,169,3.5
2,170,3.5
2,171,3.5
2,172,3.5
2,173,3.5
2,174,3.5
2,175,3.5
2,176,3.5
2,177,3.5
2,178,3.5
2,179,3.5
2,180,3.5
2,181,3.5
2,182,3.5
2,183,3.5
2,184,3.5
2,185,3.5
2,186,3.5
2,187,3.5
2,188,3.5
2,189,3.5
2,190,3.5
2,191,3.5
2,192,3.5
2,193,3.5
2,194,3.5
2,195,3.5
2,196,3.5
2,197,3.5
2,198,3.5
2,199,3.5
2,200,3.5
2,201,3.5
2,202,3.5
2,203,3.5
2,204,3.5
2,205,3.5
2,206,3.5
2,207,3.5
2,208,3.5
2,209,3.5
2,210,3.5
2,211,3.5
2,212,3.5
2,213,3.5
2,214,3.5
2,215,3.5
2,216,3.5
2,217,3.5
2,218,3.5
2,219,3.5
2,220,3.5
2,221,3.5
2,222,3.5
2,223,3.5
2,224,3.5
2,225,3.5
2,226,3.5
2,227,3.5
2,228,3.5
2,229,3.5
2,230,3.5
2,231,3.5
2,232,3.5
2,233,3.5
2,234,3.5
2,235,3.5
2,236,3.5
2,237,3.5
2,238,3.5
2,239,3.5
2,240,3.5
2,241,3.5
2,242,3.5
2,243,3.5
2,244,3.5
2,245,3.5
2,246,3.5
2,247,3.5
2,248,3.5
2,249,3.5
2,250,3.5
2,251,3.5
2,252,3.5
2,253,3.5
2,254,3.5
2,255,3.5
2,256,3.5
2,257,3.5
2,258,3.5
2,259,3.5
2,260,3.5
2,261,3.5
2,262,3.5
2,263,3.5
2,264,3.5
2,265,3.5
2,266,3.5
2,267,3.5
2,268,3.5
2,269,3.5
2,270,3.5
2,271,3.5
2,272,3.5
2,273,3.5
2,274,3.5
2,275,3.5
2,276,3.5
2,277,3.5
2,278,3.5
2,279,3.5
2,280,3.5
2,281,3.5
2,282,3.5
2,283,3.5
2,284,3.5
2,285,3.5
2,286,3.5
2,287,3.5
2,288,3.5
2,289,3.5
